combination,method,n_models,score
RANDOM FOREST+RIDGE+NEAREST CENTROID,WSCP,3,0.5177419354838709
PASSIVE AGGRESSIVE+PERCEPTRON,WRCP,2,0.5177419354838709
GAUSSIAN NB+EXTRA TREES,WRCP,2,0.5177419354838709
GRADIENT BOOST+SGD HINGE+PASSIVE AGGRESSIVE,WSCDS,3,0.5174731182795699
RANDOM FOREST+ADABOOST,WSCDS,2,0.5174731182795699
RANDOM FOREST+GAUSSIAN NB+DECISION TREE,WSCP,3,0.5174731182795699
GAUSSIAN NB+EXTRA TREES,ARC,2,0.5174731182795699
RANDOM FOREST+GAUSSIAN NB+EXTRA TREES,ASC,3,0.5172043010752688
RANDOM FOREST+GAUSSIAN NB+EXTRA TREES,WSCP,3,0.5172043010752688
RANDOM FOREST+PASSIVE AGGRESSIVE,WRCP,2,0.5172043010752688
RIDGE+ADABOOST,WRCP,2,0.5172043010752688
RIDGE+PERCEPTRON,WSCDS,2,0.5172043010752688
NEAREST CENTROID+EXTRA TREES,WRCDS,2,0.5172043010752688
RANDOM FOREST+PASSIVE AGGRESSIVE+NEAREST CENTROID,WRCP,3,0.5172043010752688
RANDOM FOREST+SGD HINGE+GAUSSIAN NB,WRCDS,3,0.5172043010752688
RANDOM FOREST+GAUSSIAN NB+ADABOOST,ASC,3,0.5172043010752688
PASSIVE AGGRESSIVE+LDA,WRCP,2,0.5172043010752688
RANDOM FOREST+PERCEPTRON+DECISION TREE,WRCDS,3,0.5172043010752688
RANDOM FOREST+PERCEPTRON+NEAREST CENTROID,WRCP,3,0.5172043010752688
MLP CLASSIFIER+GAUSSIAN NB,WSCDS,2,0.5172043010752688
LDA+ADABOOST,WSCDS,2,0.5172043010752688
RIDGE+PERCEPTRON,WRCP,2,0.5172043010752688
RANDOM FOREST+GAUSSIAN NB+ADABOOST,WSCP,3,0.5169354838709678
RANDOM FOREST+GAUSSIAN NB+DECISION TREE,ASC,3,0.5169354838709678
RANDOM FOREST+PASSIVE AGGRESSIVE+GAUSSIAN NB,WSCP,3,0.5169354838709678
PERCEPTRON+ADABOOST,WSCDS,2,0.5169354838709678
PERCEPTRON+GAUSSIAN NB,WRCDS,2,0.5166666666666667
RIDGE+ADABOOST,ARC,2,0.5166666666666667
RIDGE+GAUSSIAN NB,WRCP,2,0.5166666666666667
RANDOM FOREST+PERCEPTRON+DECISION TREE,WRCP,3,0.5166666666666667
RANDOM FOREST+GAUSSIAN NB+ADABOOST,WRCDS,3,0.5166666666666667
RANDOM FOREST+PASSIVE AGGRESSIVE+PERCEPTRON,WRCP,3,0.5166666666666667
RANDOM FOREST+SGD HINGE+PASSIVE AGGRESSIVE,WRCP,3,0.5166666666666667
RIDGE+PERCEPTRON,ARC,2,0.5166666666666667
RANDOM FOREST+PERCEPTRON+GAUSSIAN NB,ARC,3,0.5166666666666667
RANDOM FOREST+PERCEPTRON+DECISION TREE,ARC,3,0.5166666666666667
RIDGE+ADABOOST,WSCDS,2,0.5166666666666667
RIDGE+ADABOOST,ASC,2,0.5163978494623656
RANDOM FOREST+GRADIENT BOOST+GAUSSIAN NB,ASC,3,0.5163978494623656
LDA+GAUSSIAN NB,ARC,2,0.5163978494623656
RANDOM FOREST+PERCEPTRON+NEAREST CENTROID,ARC,3,0.5163978494623656
PERCEPTRON+ADABOOST,ASC,2,0.5163978494623656
RIDGE+NEAREST CENTROID,ARC,2,0.5163978494623656
SGD HINGE+GAUSSIAN NB,WSCP,2,0.5161290322580645
RANDOM FOREST+NEAREST CENTROID,WRCDS,2,0.5161290322580645
LDA+ADABOOST,WSCP,2,0.5161290322580645
RANDOM FOREST+GRADIENT BOOST+GAUSSIAN NB,WSCP,3,0.5161290322580645
RANDOM FOREST+NEAREST CENTROID+DECISION TREE,ARC,3,0.5161290322580645
RIDGE+DECISION TREE,ASC,2,0.5161290322580645
RANDOM FOREST+PASSIVE AGGRESSIVE+PERCEPTRON,ARC,3,0.5161290322580645
RANDOM FOREST+PASSIVE AGGRESSIVE+GAUSSIAN NB,WRCP,3,0.5161290322580645
RANDOM FOREST+PERCEPTRON+GAUSSIAN NB,WRCP,3,0.5161290322580645
RANDOM FOREST+GAUSSIAN NB+EXTRA TREES,WRCP,3,0.5161290322580645
RANDOM FOREST+PASSIVE AGGRESSIVE+DECISION TREE,WRCDS,3,0.5161290322580645
RANDOM FOREST+RIDGE+LDA,ARC,3,0.5161290322580645
RANDOM FOREST+PASSIVE AGGRESSIVE,WRCDS,2,0.5161290322580645
RANDOM FOREST+RIDGE+EXTRA TREES,ARC,3,0.5161290322580645
RANDOM FOREST+RIDGE+EXTRA TREES,WRCP,3,0.5161290322580645
RIDGE+DECISION TREE,WSCDS,2,0.5158602150537634
RANDOM FOREST+PASSIVE AGGRESSIVE+ADABOOST,ASC,3,0.5158602150537634
RIDGE+ADABOOST,WSCP,2,0.5158602150537634
LOGISTIC REGRESSION+DECISION TREE,WSCP,2,0.5158602150537634
LOGISTIC REGRESSION+DECISION TREE,ASC,2,0.5158602150537634
DECISION TREE+ADABOOST,WRCDS,2,0.5158602150537634
SGD HINGE+GAUSSIAN NB,WSCDS,2,0.5155913978494624
PASSIVE AGGRESSIVE+EXTRA TREES,WRCP,2,0.5155913978494624
GRADIENT BOOST+LOGISTIC REGRESSION+ADABOOST,WSCP,3,0.5155913978494624
GRADIENT BOOST+PASSIVE AGGRESSIVE,WRCDS,2,0.5155913978494624
RANDOM FOREST+LDA+EXTRA TREES,WRCDS,3,0.5155913978494624
LDA+ADABOOST,WRCP,2,0.5155913978494624
RANDOM FOREST+NEAREST CENTROID+DECISION TREE,WRCP,3,0.5155913978494624
SGD LOG+GAUSSIAN NB,WRCDS,2,0.5155913978494624
RANDOM FOREST+PASSIVE AGGRESSIVE+ADABOOST,WSCP,3,0.5155913978494624
RIDGE+NEAREST CENTROID,WRCP,2,0.5155913978494624
GRADIENT BOOST+SGD LOG+GAUSSIAN NB,WSCDS,3,0.5153225806451613
RANDOM FOREST+SGD LOG+GAUSSIAN NB,WSCP,3,0.5153225806451613
RANDOM FOREST+SGD LOG+GAUSSIAN NB,WSCDS,3,0.5153225806451613
RANDOM FOREST+GAUSSIAN NB+EXTRA TREES,ARC,3,0.5153225806451613
RANDOM FOREST+GRADIENT BOOST+NEAREST CENTROID,WRCDS,3,0.5150537634408602
RANDOM FOREST+LDA+EXTRA TREES,WRCP,3,0.5150537634408602
LOGISTIC REGRESSION+GAUSSIAN NB,WRCDS,2,0.5150537634408602
DECISION TREE,individual,1,0.5150537634408602
GRADIENT BOOST+SGD LOG+NEAREST CENTROID,WRCDS,3,0.5150537634408602
RANDOM FOREST+SGD HINGE+NEAREST CENTROID,WSCDS,3,0.5150537634408602
RANDOM FOREST+GRADIENT BOOST+ADABOOST,ASC,3,0.5147849462365591
RANDOM FOREST+GRADIENT BOOST+ADABOOST,WSCP,3,0.5147849462365591
RIDGE+DECISION TREE,WSCP,2,0.5147849462365591
LOGISTIC REGRESSION+ADABOOST,WSCDS,2,0.5147849462365591
RANDOM FOREST+SGD LOG+GAUSSIAN NB,ASC,3,0.5147849462365591
RIDGE+EXTRA TREES,WRCP,2,0.5145161290322581
PASSIVE AGGRESSIVE+EXTRA TREES,ARC,2,0.5145161290322581
LDA+ADABOOST,ARC,2,0.5145161290322581
LDA+NEAREST CENTROID,ARC,2,0.5145161290322581
LDA+GAUSSIAN NB,WRCP,2,0.5145161290322581
RANDOM FOREST+LDA+GAUSSIAN NB,ASC,3,0.5145161290322581
RANDOM FOREST+GAUSSIAN NB+DECISION TREE,WRCP,3,0.5145161290322581
RANDOM FOREST+PASSIVE AGGRESSIVE,ARC,2,0.5145161290322581
GRADIENT BOOST+MLP CLASSIFIER+GAUSSIAN NB,WSCP,3,0.514247311827957
RANDOM FOREST+EXTRA TREES+ADABOOST,WSCDS,3,0.514247311827957
RANDOM FOREST+LOGISTIC REGRESSION+GAUSSIAN NB,WSCP,3,0.514247311827957
RANDOM FOREST+SGD HINGE+GAUSSIAN NB,WSCP,3,0.514247311827957
SGD LOG+GAUSSIAN NB,WSCDS,2,0.513978494623656
LOGISTIC REGRESSION+RIDGE,WSCDS,2,0.513978494623656
LDA+ADABOOST,ASC,2,0.513978494623656
GRADIENT BOOST+MLP CLASSIFIER+GAUSSIAN NB,WSCDS,3,0.513978494623656
NEAREST CENTROID+EXTRA TREES,ARC,2,0.513978494623656
PASSIVE AGGRESSIVE+EXTRA TREES,WRCDS,2,0.513978494623656
RANDOM FOREST+GAUSSIAN NB+ADABOOST,WRCP,3,0.513978494623656
RANDOM FOREST+GAUSSIAN NB,WSCP,2,0.513978494623656
GRADIENT BOOST+SGD HINGE+PASSIVE AGGRESSIVE,ASC,3,0.513978494623656
RANDOM FOREST+GAUSSIAN NB,ASC,2,0.513978494623656
GRADIENT BOOST+MLP CLASSIFIER+GAUSSIAN NB,ASC,3,0.5137096774193548
RANDOM FOREST+ADABOOST,WSCP,2,0.5137096774193548
DECISION TREE+ADABOOST,WRCP,2,0.5137096774193548
PASSIVE AGGRESSIVE+DECISION TREE,WSCDS,2,0.5137096774193548
RANDOM FOREST+ADABOOST,ASC,2,0.5137096774193548
RANDOM FOREST+PASSIVE AGGRESSIVE+GAUSSIAN NB,ASC,3,0.5137096774193548
RANDOM FOREST+LOGISTIC REGRESSION+GAUSSIAN NB,ASC,3,0.5137096774193548
RANDOM FOREST+MLP CLASSIFIER+GAUSSIAN NB,WSCDS,3,0.5134408602150538
LOGISTIC REGRESSION+ADABOOST,WSCP,2,0.5134408602150538
SGD HINGE+PASSIVE AGGRESSIVE,WRCDS,2,0.5134408602150538
RANDOM FOREST+GRADIENT BOOST+PASSIVE AGGRESSIVE,ARC,3,0.5134408602150538
GRADIENT BOOST+SGD HINGE+PASSIVE AGGRESSIVE,WRCP,3,0.5134408602150538
PERCEPTRON+LDA,ARC,2,0.5134408602150538
RIDGE+LDA,ASC,2,0.5134408602150538
GRADIENT BOOST+NEAREST CENTROID,WRCDS,2,0.5134408602150538
LDA+NEAREST CENTROID,WRCP,2,0.5134408602150538
GRADIENT BOOST+LOGISTIC REGRESSION+ADABOOST,WSCDS,3,0.5134408602150538
LDA+EXTRA TREES,WRCDS,2,0.5134408602150538
RIDGE+LDA,WSCP,2,0.5131720430107527
RANDOM FOREST+PERCEPTRON+DECISION TREE,WSCDS,3,0.5131720430107527
GRADIENT BOOST+LOGISTIC REGRESSION+ADABOOST,ASC,3,0.5131720430107527
PASSIVE AGGRESSIVE+DECISION TREE,ASC,2,0.5131720430107527
RANDOM FOREST+LDA+ADABOOST,WSCDS,3,0.5131720430107527
RANDOM FOREST+GAUSSIAN NB,ARC,2,0.5129032258064516
RANDOM FOREST+GAUSSIAN NB+ADABOOST,ARC,3,0.5129032258064516
RANDOM FOREST+SGD HINGE+DECISION TREE,WRCDS,3,0.5129032258064516
RANDOM FOREST+PERCEPTRON,WRCP,2,0.5129032258064516
RANDOM FOREST+GAUSSIAN NB,WRCP,2,0.5129032258064516
PERCEPTRON+LDA,WRCDS,2,0.5129032258064516
PERCEPTRON+LDA,WRCP,2,0.5129032258064516
LDA+EXTRA TREES,WRCP,2,0.5129032258064516
LOGISTIC REGRESSION+DECISION TREE,WRCDS,2,0.5129032258064516
DECISION TREE+EXTRA TREES,WSCP,2,0.5129032258064516
RANDOM FOREST+PERCEPTRON+EXTRA TREES,ARC,3,0.5129032258064516
LDA+EXTRA TREES,ARC,2,0.5129032258064516
RANDOM FOREST+GRADIENT BOOST+PASSIVE AGGRESSIVE,WRCP,3,0.5129032258064516
NEAREST CENTROID+EXTRA TREES,WRCP,2,0.5129032258064516
RANDOM FOREST+LDA+GAUSSIAN NB,WSCP,3,0.5126344086021506
DECISION TREE+ADABOOST,ARC,2,0.5126344086021506
RANDOM FOREST+DECISION TREE,WRCDS,2,0.5126344086021506
RANDOM FOREST+PASSIVE AGGRESSIVE+ADABOOST,WSCDS,3,0.5126344086021506
PERCEPTRON+EXTRA TREES,WRCP,2,0.5123655913978494
RANDOM FOREST+DECISION TREE+ADABOOST,ARC,3,0.5123655913978494
PERCEPTRON+EXTRA TREES,ARC,2,0.5123655913978494
GRADIENT BOOST+LOGISTIC REGRESSION+NEAREST CENTROID,WRCDS,3,0.5123655913978494
RANDOM FOREST+NEAREST CENTROID+ADABOOST,ARC,3,0.5123655913978494
GRADIENT BOOST+SGD LOG+GAUSSIAN NB,WRCDS,3,0.5123655913978494
RANDOM FOREST+NEAREST CENTROID,WRCP,2,0.5123655913978494
RANDOM FOREST+PERCEPTRON+ADABOOST,WRCP,3,0.5123655913978494
GRADIENT BOOST+DECISION TREE,WRCDS,2,0.5123655913978494
RIDGE+ADABOOST,WRCDS,2,0.5123655913978494
RANDOM FOREST+RIDGE+DECISION TREE,WRCDS,3,0.5123655913978494
RANDOM FOREST+PERCEPTRON+ADABOOST,ARC,3,0.5123655913978494
LOGISTIC REGRESSION+RIDGE,ASC,2,0.5123655913978494
RANDOM FOREST+RIDGE+LDA,WRCP,3,0.5123655913978494
RANDOM FOREST+RIDGE+LDA,WRCDS,3,0.5123655913978494
RANDOM FOREST+LOGISTIC REGRESSION+NEAREST CENTROID,WRCDS,3,0.5123655913978494
RANDOM FOREST+SGD HINGE+NEAREST CENTROID,WSCP,3,0.5123655913978494
RANDOM FOREST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,ARC,3,0.5123655913978494
GRADIENT BOOST+SGD HINGE+PASSIVE AGGRESSIVE,WRCDS,3,0.5123655913978494
RANDOM FOREST+PERCEPTRON,ARC,2,0.5123655913978494
RIDGE+EXTRA TREES,ARC,2,0.5120967741935484
RANDOM FOREST+EXTRA TREES+ADABOOST,ASC,3,0.5120967741935484
RANDOM FOREST+GRADIENT BOOST+PERCEPTRON,WRCDS,3,0.5118279569892473
RANDOM FOREST+GRADIENT BOOST+PASSIVE AGGRESSIVE,WRCDS,3,0.5118279569892473
RANDOM FOREST+NEAREST CENTROID+ADABOOST,WRCP,3,0.5118279569892473
SGD HINGE+ADABOOST,WRCP,2,0.5118279569892473
MLP CLASSIFIER+NEAREST CENTROID,ASC,2,0.5118279569892473
RANDOM FOREST+GRADIENT BOOST+NEAREST CENTROID,ARC,3,0.5118279569892473
RANDOM FOREST+MLP CLASSIFIER+NEAREST CENTROID,WSCP,3,0.5118279569892473
RANDOM FOREST+NEAREST CENTROID+EXTRA TREES,ARC,3,0.5118279569892473
RIDGE+EXTRA TREES,WRCDS,2,0.5118279569892473
RANDOM FOREST+NEAREST CENTROID,ARC,2,0.5118279569892473
RANDOM FOREST+GAUSSIAN NB+DECISION TREE,ARC,3,0.5118279569892473
RANDOM FOREST+SGD HINGE+NEAREST CENTROID,ASC,3,0.5118279569892473
RANDOM FOREST+GRADIENT BOOST+NEAREST CENTROID,WRCP,3,0.5118279569892473
MLP CLASSIFIER+NEAREST CENTROID,WSCP,2,0.5118279569892473
RANDOM FOREST+GRADIENT BOOST+PERCEPTRON,ARC,3,0.5118279569892473
RANDOM FOREST+GRADIENT BOOST+PERCEPTRON,WRCP,3,0.5118279569892473
LOGISTIC REGRESSION+RIDGE,WSCP,2,0.5115591397849463
RIDGE,individual,1,0.5115591397849463
EXTRA TREES+ADABOOST,ASC,2,0.5115591397849463
RIDGE+LDA,WSCDS,2,0.5115591397849463
RANDOM FOREST+SGD HINGE+PASSIVE AGGRESSIVE,WSCP,3,0.5112903225806451
MLP CLASSIFIER+DECISION TREE,WRCDS,2,0.5112903225806451
RANDOM FOREST+PASSIVE AGGRESSIVE+PERCEPTRON,WSCP,3,0.5112903225806451
SGD HINGE+ADABOOST,WSCDS,2,0.5112903225806451
RANDOM FOREST+PASSIVE AGGRESSIVE+EXTRA TREES,WRCDS,3,0.5112903225806451
MLP CLASSIFIER+PASSIVE AGGRESSIVE,WRCDS,2,0.5112903225806451
RANDOM FOREST+GRADIENT BOOST+GAUSSIAN NB,WRCDS,3,0.5112903225806451
RANDOM FOREST+PERCEPTRON,WRCDS,2,0.5112903225806451
RIDGE+LDA,WRCDS,2,0.5112903225806451
GRADIENT BOOST+LOGISTIC REGRESSION+DECISION TREE,WSCDS,3,0.5112903225806451
PASSIVE AGGRESSIVE+ADABOOST,WSCDS,2,0.5112903225806451
RANDOM FOREST+PERCEPTRON+ADABOOST,WRCDS,3,0.5112903225806451
GRADIENT BOOST+PERCEPTRON,WRCDS,2,0.5112903225806451
RANDOM FOREST+PERCEPTRON+EXTRA TREES,WRCP,3,0.5112903225806451
RANDOM FOREST+GAUSSIAN NB+DECISION TREE,WRCDS,3,0.5112903225806451
GRADIENT BOOST+PASSIVE AGGRESSIVE,WRCP,2,0.5112903225806451
RANDOM FOREST+MLP CLASSIFIER+NEAREST CENTROID,WRCDS,3,0.5112903225806451
PASSIVE AGGRESSIVE+ADABOOST,WSCP,2,0.511021505376344
RANDOM FOREST+MLP CLASSIFIER+NEAREST CENTROID,ASC,3,0.511021505376344
PERCEPTRON+EXTRA TREES,WRCDS,2,0.510752688172043
GRADIENT BOOST+LOGISTIC REGRESSION+GAUSSIAN NB,WRCDS,3,0.510752688172043
RANDOM FOREST+EXTRA TREES+ADABOOST,WRCDS,3,0.510752688172043
RANDOM FOREST+EXTRA TREES+ADABOOST,WSCP,3,0.510752688172043
RIDGE+LDA,WRCP,2,0.510752688172043
GRADIENT BOOST+NEAREST CENTROID,ARC,2,0.510752688172043
GRADIENT BOOST+PERCEPTRON,ARC,2,0.510752688172043
LOGISTIC REGRESSION+ADABOOST,ASC,2,0.510752688172043
LOGISTIC REGRESSION+DECISION TREE,WRCP,2,0.510752688172043
LOGISTIC REGRESSION+DECISION TREE,ARC,2,0.510752688172043
LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WRCDS,2,0.510752688172043
RANDOM FOREST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WRCDS,3,0.510752688172043
RANDOM FOREST+PERCEPTRON+DECISION TREE,ASC,3,0.510752688172043
SGD HINGE+EXTRA TREES,WRCP,2,0.510752688172043
RANDOM FOREST+LOGISTIC REGRESSION+NEAREST CENTROID,WRCP,3,0.510752688172043
PERCEPTRON+LDA,WSCP,2,0.510752688172043
GRADIENT BOOST+SGD LOG+PASSIVE AGGRESSIVE,WRCP,3,0.510752688172043
GRADIENT BOOST+SGD HINGE+PASSIVE AGGRESSIVE,ARC,3,0.510752688172043
RANDOM FOREST+LDA+ADABOOST,WSCP,3,0.510752688172043
GRADIENT BOOST+PERCEPTRON,WRCP,2,0.510752688172043
RIDGE+LDA,ARC,2,0.510752688172043
RANDOM FOREST+SGD HINGE+NEAREST CENTROID,WRCP,3,0.510752688172043
RANDOM FOREST+PASSIVE AGGRESSIVE+PERCEPTRON,WSCDS,3,0.510752688172043
RANDOM FOREST+LOGISTIC REGRESSION+GAUSSIAN NB,WRCDS,3,0.510752688172043
RANDOM FOREST+SGD LOG+NEAREST CENTROID,ARC,3,0.510752688172043
RANDOM FOREST+SGD HINGE+PERCEPTRON,WSCP,3,0.510752688172043
GRADIENT BOOST+MLP CLASSIFIER+NEAREST CENTROID,WSCP,3,0.510483870967742
GRADIENT BOOST+SGD LOG+GAUSSIAN NB,WSCP,3,0.510483870967742
RANDOM FOREST+RIDGE+ADABOOST,WSCDS,3,0.510483870967742
GRADIENT BOOST+SGD LOG+GAUSSIAN NB,ASC,3,0.510483870967742
RANDOM FOREST+DECISION TREE+ADABOOST,WRCDS,3,0.5102150537634409
SGD HINGE+PERCEPTRON,WSCDS,2,0.5102150537634409
SGD HINGE+ADABOOST,ARC,2,0.5102150537634409
RANDOM FOREST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WRCP,3,0.5102150537634409
RANDOM FOREST+MLP CLASSIFIER+PERCEPTRON,WRCDS,3,0.5102150537634409
RANDOM FOREST+SGD LOG+DECISION TREE,WRCDS,3,0.5102150537634409
RANDOM FOREST+SGD LOG+PASSIVE AGGRESSIVE,WRCP,3,0.5102150537634409
RANDOM FOREST+SGD HINGE+NEAREST CENTROID,ARC,3,0.5102150537634409
RANDOM FOREST+EXTRA TREES,WRCP,2,0.5102150537634409
RANDOM FOREST+DECISION TREE,WSCDS,2,0.5102150537634409
GRADIENT BOOST+GAUSSIAN NB,ARC,2,0.5102150537634409
GRADIENT BOOST+NEAREST CENTROID,WRCP,2,0.5102150537634409
RANDOM FOREST+PERCEPTRON+LDA,ASC,3,0.5102150537634409
RANDOM FOREST+LDA+ADABOOST,ASC,3,0.5102150537634409
RANDOM FOREST+LDA,WRCDS,2,0.5102150537634409
GRADIENT BOOST+MLP CLASSIFIER+NEAREST CENTROID,ASC,3,0.5099462365591397
RANDOM FOREST+SGD HINGE+RIDGE,WSCDS,3,0.5099462365591397
RANDOM FOREST+SGD HINGE+GAUSSIAN NB,ASC,3,0.5099462365591397
RANDOM FOREST+DECISION TREE+EXTRA TREES,WSCDS,3,0.5099462365591397
RANDOM FOREST+LOGISTIC REGRESSION+SGD HINGE,ASC,3,0.5099462365591397
RANDOM FOREST+DECISION TREE,ARC,2,0.5099462365591397
GRADIENT BOOST+LOGISTIC REGRESSION+DECISION TREE,ASC,3,0.5099462365591397
LOGISTIC REGRESSION+PERCEPTRON,WRCP,2,0.5096774193548387
RANDOM FOREST+PASSIVE AGGRESSIVE+EXTRA TREES,WRCP,3,0.5096774193548387
SGD HINGE+RIDGE,WSCP,2,0.5096774193548387
RANDOM FOREST+PERCEPTRON+EXTRA TREES,WRCDS,3,0.5096774193548387
GRADIENT BOOST+DECISION TREE,ARC,2,0.5096774193548387
GRADIENT BOOST+PASSIVE AGGRESSIVE,ARC,2,0.5096774193548387
RANDOM FOREST+LOGISTIC REGRESSION+NEAREST CENTROID,ARC,3,0.5096774193548387
SGD HINGE+RIDGE,ASC,2,0.5096774193548387
RANDOM FOREST+RIDGE+ADABOOST,WSCP,3,0.5096774193548387
RANDOM FOREST+DECISION TREE+ADABOOST,WRCP,3,0.5096774193548387
MLP CLASSIFIER+GAUSSIAN NB,WSCP,2,0.5096774193548387
SGD HINGE+GAUSSIAN NB,ASC,2,0.5096774193548387
SGD HINGE+PERCEPTRON,ASC,2,0.5096774193548387
MLP CLASSIFIER+GAUSSIAN NB,ASC,2,0.5096774193548387
SGD HINGE+RIDGE,WSCDS,2,0.5096774193548387
RANDOM FOREST+SGD HINGE+PASSIVE AGGRESSIVE,ASC,3,0.5096774193548387
SGD HINGE+LDA,WSCP,2,0.5094086021505376
RANDOM FOREST+RIDGE+PERCEPTRON,ASC,3,0.5094086021505376
