combination,method,n_models,score
RANDOM FOREST+RIDGE,WRCP,2,0.5016129032258064
RANDOM FOREST,individual,1,0.5016129032258064
GRADIENT BOOST+LOGISTIC REGRESSION+EXTRA TREES,WRCP,3,0.5016129032258064
RANDOM FOREST+GRADIENT BOOST+ADABOOST,ARC,3,0.5016129032258064
GRADIENT BOOST+SGD LOG+DECISION TREE,WRCP,3,0.5016129032258064
RANDOM FOREST+PASSIVE AGGRESSIVE+LDA,ASC,3,0.5016129032258064
RANDOM FOREST+SGD HINGE+EXTRA TREES,WRCDS,3,0.5016129032258064
SGD HINGE+ADABOOST,WRCDS,2,0.5016129032258064
RANDOM FOREST+DECISION TREE+ADABOOST,WSCDS,3,0.5016129032258064
RANDOM FOREST+RIDGE+LDA,WSCDS,3,0.5016129032258064
RANDOM FOREST+MLP CLASSIFIER+ADABOOST,WSCDS,3,0.5016129032258064
GRADIENT BOOST+LOGISTIC REGRESSION+RIDGE,WRCDS,3,0.5016129032258064
RANDOM FOREST+MLP CLASSIFIER+PERCEPTRON,ASC,3,0.5016129032258064
RANDOM FOREST+GRADIENT BOOST+EXTRA TREES,WRCP,3,0.5016129032258064
RANDOM FOREST+GRADIENT BOOST+LDA,WSCDS,3,0.5016129032258064
GRADIENT BOOST+LOGISTIC REGRESSION+LDA,ARC,3,0.5016129032258064
LOGISTIC REGRESSION+EXTRA TREES,WSCP,2,0.5013440860215054
RANDOM FOREST+GRADIENT BOOST+ADABOOST,WRCDS,3,0.5013440860215054
RANDOM FOREST+PERCEPTRON+EXTRA TREES,WSCDS,3,0.5013440860215054
MLP CLASSIFIER+SGD HINGE,WSCDS,2,0.5013440860215054
LOGISTIC REGRESSION+EXTRA TREES,WSCDS,2,0.5013440860215054
PASSIVE AGGRESSIVE+PERCEPTRON,ASC,2,0.5013440860215054
LDA+EXTRA TREES,WSCDS,2,0.5013440860215054
RANDOM FOREST+LOGISTIC REGRESSION+LDA,WRCDS,3,0.5010752688172043
MLP CLASSIFIER+NEAREST CENTROID,WRCP,2,0.5010752688172043
GRADIENT BOOST+SGD LOG+DECISION TREE,WSCP,3,0.5010752688172043
SGD HINGE+EXTRA TREES,WRCDS,2,0.5010752688172043
RANDOM FOREST+LDA+ADABOOST,ARC,3,0.5010752688172043
RANDOM FOREST+SGD LOG+GAUSSIAN NB,WRCP,3,0.5010752688172043
RANDOM FOREST+MLP CLASSIFIER+ADABOOST,ASC,3,0.5010752688172043
RANDOM FOREST+MLP CLASSIFIER+EXTRA TREES,WRCDS,3,0.5010752688172043
RANDOM FOREST+LOGISTIC REGRESSION+LDA,WRCP,3,0.5010752688172043
RANDOM FOREST+MLP CLASSIFIER+LDA,ARC,3,0.5010752688172043
GRADIENT BOOST+LOGISTIC REGRESSION+PERCEPTRON,WRCDS,3,0.5010752688172043
RANDOM FOREST+LDA+ADABOOST,WRCP,3,0.5010752688172043
GRADIENT BOOST+SGD LOG+PERCEPTRON,ARC,3,0.5010752688172043
RANDOM FOREST+LOGISTIC REGRESSION+EXTRA TREES,WSCP,3,0.5008064516129033
MLP CLASSIFIER+PERCEPTRON,ASC,2,0.5008064516129033
RANDOM FOREST+SGD LOG+GAUSSIAN NB,ARC,3,0.5008064516129033
SGD HINGE+EXTRA TREES,WSCDS,2,0.5008064516129033
GRADIENT BOOST+LDA,WSCDS,2,0.5008064516129033
RANDOM FOREST+LOGISTIC REGRESSION+DECISION TREE,ARC,3,0.5008064516129033
RANDOM FOREST+LOGISTIC REGRESSION+PERCEPTRON,WSCP,3,0.5008064516129033
LOGISTIC REGRESSION+LDA,WRCDS,2,0.5005376344086021
RANDOM FOREST+LOGISTIC REGRESSION+DECISION TREE,WSCP,3,0.5005376344086021
RANDOM FOREST+LOGISTIC REGRESSION+EXTRA TREES,WSCDS,3,0.5005376344086021
RANDOM FOREST+LOGISTIC REGRESSION+LDA,ARC,3,0.5005376344086021
GRADIENT BOOST+LDA,WRCP,2,0.5005376344086021
GRADIENT BOOST+LOGISTIC REGRESSION+NEAREST CENTROID,WRCP,3,0.5005376344086021
LOGISTIC REGRESSION+LDA,ARC,2,0.5005376344086021
LOGISTIC REGRESSION+LDA,WRCP,2,0.5005376344086021
GRADIENT BOOST+LOGISTIC REGRESSION+PERCEPTRON,ARC,3,0.5005376344086021
GRADIENT BOOST+LOGISTIC REGRESSION+EXTRA TREES,ARC,3,0.5005376344086021
RANDOM FOREST+SGD HINGE+ADABOOST,WRCP,3,0.5005376344086021
GRADIENT BOOST+LOGISTIC REGRESSION+DECISION TREE,WRCP,3,0.5005376344086021
RANDOM FOREST+DECISION TREE,WRCP,2,0.5005376344086021
GRADIENT BOOST+LOGISTIC REGRESSION+RIDGE,WSCP,3,0.5005376344086021
PASSIVE AGGRESSIVE+LDA,ASC,2,0.5005376344086021
GRADIENT BOOST+LOGISTIC REGRESSION+LDA,WRCDS,3,0.5005376344086021
LOGISTIC REGRESSION+EXTRA TREES,ARC,2,0.500268817204301
GRADIENT BOOST+LDA,ASC,2,0.500268817204301
SGD HINGE+DECISION TREE,WSCP,2,0.500268817204301
GRADIENT BOOST+SGD LOG+RIDGE,ARC,3,0.500268817204301
DECISION TREE+ADABOOST,WSCDS,2,0.500268817204301
RANDOM FOREST+PASSIVE AGGRESSIVE+LDA,WSCP,3,0.500268817204301
SGD HINGE+DECISION TREE,ASC,2,0.500268817204301
SGD HINGE+DECISION TREE,WSCDS,2,0.500268817204301
RANDOM FOREST+GRADIENT BOOST+ADABOOST,WRCP,3,0.500268817204301
RANDOM FOREST+GRADIENT BOOST+LOGISTIC REGRESSION,ASC,3,0.500268817204301
DECISION TREE+ADABOOST,ASC,2,0.500268817204301
GRADIENT BOOST+MLP CLASSIFIER+PERCEPTRON,ASC,3,0.5
GRADIENT BOOST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WRCDS,3,0.5
GRADIENT BOOST+LOGISTIC REGRESSION+ADABOOST,WRCP,3,0.5
RANDOM FOREST+LOGISTIC REGRESSION+DECISION TREE,WRCP,3,0.5
GRADIENT BOOST+LDA,WSCP,2,0.5
RANDOM FOREST+MLP CLASSIFIER+ADABOOST,WSCP,3,0.5
RANDOM FOREST+GRADIENT BOOST+PASSIVE AGGRESSIVE,WSCP,3,0.5
MLP CLASSIFIER+RIDGE,WRCP,2,0.5
GRADIENT BOOST+SGD LOG+LDA,WRCP,3,0.5
GRADIENT BOOST+SGD HINGE+PASSIVE AGGRESSIVE,WSCP,3,0.5
GRADIENT BOOST+SGD HINGE,WSCDS,2,0.5
RANDOM FOREST+GRADIENT BOOST+PERCEPTRON,ASC,3,0.5
GRADIENT BOOST+LOGISTIC REGRESSION+EXTRA TREES,WRCDS,3,0.5
RANDOM FOREST+GRADIENT BOOST+RIDGE,WSCDS,3,0.5
RIDGE+EXTRA TREES,WSCP,2,0.49973118279569895
GRADIENT BOOST+SGD LOG+DECISION TREE,ASC,3,0.49973118279569895
RANDOM FOREST+LOGISTIC REGRESSION+LDA,WSCDS,3,0.49973118279569895
PASSIVE AGGRESSIVE+LDA,WSCDS,2,0.49973118279569895
MLP CLASSIFIER+PERCEPTRON,WSCP,2,0.49973118279569895
GRADIENT BOOST+SGD LOG+LDA,ARC,3,0.49973118279569895
RANDOM FOREST+RIDGE+EXTRA TREES,WSCDS,3,0.49973118279569895
RANDOM FOREST+GRADIENT BOOST+LOGISTIC REGRESSION,WSCDS,3,0.49973118279569895
RANDOM FOREST+SGD HINGE+ADABOOST,ASC,3,0.49973118279569895
RANDOM FOREST+MLP CLASSIFIER+EXTRA TREES,ASC,3,0.49973118279569895
RANDOM FOREST+RIDGE+LDA,ASC,3,0.49973118279569895
RANDOM FOREST+DECISION TREE,ASC,2,0.49973118279569895
RANDOM FOREST+DECISION TREE,WSCP,2,0.49973118279569895
RANDOM FOREST+LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCDS,3,0.49973118279569895
RANDOM FOREST+GRADIENT BOOST+LOGISTIC REGRESSION,WSCP,3,0.49973118279569895
GRADIENT BOOST+LOGISTIC REGRESSION+ADABOOST,WRCDS,3,0.49946236559139784
GRADIENT BOOST+LOGISTIC REGRESSION+EXTRA TREES,ASC,3,0.49946236559139784
GRADIENT BOOST+SGD LOG+RIDGE,WRCP,3,0.49946236559139784
RANDOM FOREST+SGD HINGE+DECISION TREE,WSCP,3,0.49946236559139784
RANDOM FOREST+SGD HINGE+EXTRA TREES,ARC,3,0.49946236559139784
RANDOM FOREST+MLP CLASSIFIER+LDA,WRCDS,3,0.49946236559139784
RANDOM FOREST+MLP CLASSIFIER+PERCEPTRON,WSCP,3,0.49946236559139784
PASSIVE AGGRESSIVE+LDA,WSCP,2,0.49946236559139784
GRADIENT BOOST+MLP CLASSIFIER+PERCEPTRON,WSCP,3,0.49946236559139784
GRADIENT BOOST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,ASC,3,0.49946236559139784
GRADIENT BOOST+LOGISTIC REGRESSION+SGD HINGE,WSCP,3,0.49946236559139784
GRADIENT BOOST+EXTRA TREES,WRCDS,2,0.49946236559139784
RANDOM FOREST+LOGISTIC REGRESSION+EXTRA TREES,ASC,3,0.49946236559139784
GRADIENT BOOST+LDA,WRCDS,2,0.49946236559139784
MLP CLASSIFIER+EXTRA TREES,WRCDS,2,0.49946236559139784
RANDOM FOREST+RIDGE+EXTRA TREES,ASC,3,0.4991935483870968
RANDOM FOREST+RIDGE+LDA,WSCP,3,0.4991935483870968
SGD LOG+DECISION TREE,ASC,2,0.4991935483870968
RANDOM FOREST+LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCP,3,0.4991935483870968
RANDOM FOREST+MLP CLASSIFIER+SGD HINGE,WSCDS,3,0.4991935483870968
GRADIENT BOOST+LOGISTIC REGRESSION+EXTRA TREES,WSCDS,3,0.4991935483870968
PERCEPTRON+EXTRA TREES,ASC,2,0.4991935483870968
GRADIENT BOOST+LOGISTIC REGRESSION+EXTRA TREES,WSCP,3,0.4991935483870968
GRADIENT BOOST+RIDGE,ARC,2,0.4989247311827957
GRADIENT BOOST+SGD LOG+ADABOOST,WSCP,3,0.4989247311827957
RANDOM FOREST+GRADIENT BOOST+LOGISTIC REGRESSION,WRCDS,3,0.4989247311827957
GRADIENT BOOST+LOGISTIC REGRESSION+DECISION TREE,ARC,3,0.4989247311827957
MLP CLASSIFIER+ADABOOST,WRCDS,2,0.4989247311827957
GRADIENT BOOST+SGD LOG+ADABOOST,WRCDS,3,0.4989247311827957
GRADIENT BOOST+LOGISTIC REGRESSION,WRCDS,2,0.4989247311827957
GRADIENT BOOST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WSCDS,3,0.4989247311827957
PERCEPTRON+EXTRA TREES,WSCP,2,0.4989247311827957
GRADIENT BOOST+SGD LOG+PERCEPTRON,ASC,3,0.4989247311827957
DECISION TREE+ADABOOST,WSCP,2,0.4989247311827957
RANDOM FOREST+SGD HINGE+ADABOOST,WRCDS,3,0.4989247311827957
MLP CLASSIFIER+GAUSSIAN NB,ARC,2,0.4989247311827957
RANDOM FOREST+MLP CLASSIFIER+LDA,WRCP,3,0.4989247311827957
RANDOM FOREST+MLP CLASSIFIER+RIDGE,WRCP,3,0.4989247311827957
RANDOM FOREST+SGD LOG+ADABOOST,WRCDS,3,0.4989247311827957
RANDOM FOREST+GRADIENT BOOST+EXTRA TREES,ASC,3,0.4989247311827957
RANDOM FOREST+GRADIENT BOOST+PERCEPTRON,WSCP,3,0.4989247311827957
RANDOM FOREST+GRADIENT BOOST+PERCEPTRON,WSCDS,3,0.4989247311827957
PASSIVE AGGRESSIVE+PERCEPTRON,WSCDS,2,0.4989247311827957
SGD HINGE+LDA,WRCDS,2,0.4989247311827957
RANDOM FOREST+SGD HINGE+EXTRA TREES,WSCP,3,0.4989247311827957
RANDOM FOREST+SGD HINGE+EXTRA TREES,WRCP,3,0.4989247311827957
MLP CLASSIFIER+GAUSSIAN NB,WRCP,2,0.4989247311827957
RANDOM FOREST+LDA+EXTRA TREES,WSCDS,3,0.4989247311827957
GRADIENT BOOST+LOGISTIC REGRESSION,WRCP,2,0.4989247311827957
RANDOM FOREST+GRADIENT BOOST+LOGISTIC REGRESSION,ARC,3,0.4989247311827957
SGD LOG+DECISION TREE,WSCDS,2,0.4986559139784946
RANDOM FOREST+MLP CLASSIFIER+PERCEPTRON,WSCDS,3,0.4986559139784946
RANDOM FOREST+PASSIVE AGGRESSIVE+EXTRA TREES,WSCDS,3,0.4986559139784946
RANDOM FOREST+GRADIENT BOOST+RIDGE,WRCDS,3,0.49838709677419357
GRADIENT BOOST+MLP CLASSIFIER+PERCEPTRON,WSCDS,3,0.49838709677419357
GRADIENT BOOST+MLP CLASSIFIER+SGD HINGE,ASC,3,0.49838709677419357
GRADIENT BOOST+MLP CLASSIFIER+EXTRA TREES,WRCDS,3,0.49838709677419357
MLP CLASSIFIER+PERCEPTRON,WSCDS,2,0.49838709677419357
RANDOM FOREST+LOGISTIC REGRESSION+RIDGE,ASC,3,0.49838709677419357
RANDOM FOREST+LOGISTIC REGRESSION+ADABOOST,WRCDS,3,0.49838709677419357
RANDOM FOREST+LOGISTIC REGRESSION+RIDGE,WSCP,3,0.49838709677419357
GRADIENT BOOST+MLP CLASSIFIER+RIDGE,WRCDS,3,0.49838709677419357
GRADIENT BOOST+PASSIVE AGGRESSIVE,WSCDS,2,0.49838709677419357
GRADIENT BOOST+PASSIVE AGGRESSIVE,WSCP,2,0.49838709677419357
RANDOM FOREST+GRADIENT BOOST+LDA,WSCP,3,0.49838709677419357
RANDOM FOREST+RIDGE+EXTRA TREES,WSCP,3,0.49838709677419357
GRADIENT BOOST+LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCDS,3,0.49811827956989246
MLP CLASSIFIER+SGD HINGE,ASC,2,0.49811827956989246
RANDOM FOREST+SGD HINGE+ADABOOST,ARC,3,0.49811827956989246
RANDOM FOREST+EXTRA TREES,WSCDS,2,0.49811827956989246
RANDOM FOREST+PASSIVE AGGRESSIVE+EXTRA TREES,ASC,3,0.49811827956989246
GRADIENT BOOST+LDA,ARC,2,0.49811827956989246
PERCEPTRON+EXTRA TREES,WSCDS,2,0.49811827956989246
RANDOM FOREST+GRADIENT BOOST,ARC,2,0.4978494623655914
MLP CLASSIFIER+ADABOOST,WRCP,2,0.4978494623655914
MLP CLASSIFIER+EXTRA TREES,WRCP,2,0.4978494623655914
GRADIENT BOOST+LOGISTIC REGRESSION+ADABOOST,ARC,3,0.4978494623655914
GRADIENT BOOST+RIDGE,ASC,2,0.4978494623655914
RANDOM FOREST+GRADIENT BOOST+RIDGE,ASC,3,0.4978494623655914
SGD LOG+EXTRA TREES,ARC,2,0.4978494623655914
LOGISTIC REGRESSION+ADABOOST,WRCP,2,0.4978494623655914
LOGISTIC REGRESSION+ADABOOST,ARC,2,0.4978494623655914
MLP CLASSIFIER+SGD HINGE,WSCP,2,0.4978494623655914
RANDOM FOREST+GRADIENT BOOST+LOGISTIC REGRESSION,WRCP,3,0.4978494623655914
RANDOM FOREST+GRADIENT BOOST+LDA,ASC,3,0.4978494623655914
GRADIENT BOOST+MLP CLASSIFIER+EXTRA TREES,ARC,3,0.4978494623655914
MLP CLASSIFIER+LDA,WRCDS,2,0.4978494623655914
MLP CLASSIFIER+LDA,ARC,2,0.4978494623655914
GRADIENT BOOST+LOGISTIC REGRESSION+LDA,WSCP,3,0.4978494623655914
GRADIENT BOOST+LOGISTIC REGRESSION+LDA,WRCP,3,0.4978494623655914
SGD HINGE+EXTRA TREES,ASC,2,0.4978494623655914
RANDOM FOREST+GRADIENT BOOST+MLP CLASSIFIER,WRCDS,3,0.4978494623655914
GRADIENT BOOST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WRCP,3,0.4978494623655914
GRADIENT BOOST+MLP CLASSIFIER+RIDGE,WRCP,3,0.4978494623655914
RANDOM FOREST+GRADIENT BOOST+SGD HINGE,WSCDS,3,0.4975806451612903
MLP CLASSIFIER+PASSIVE AGGRESSIVE,WSCP,2,0.4975806451612903
RANDOM FOREST+LOGISTIC REGRESSION+LDA,ASC,3,0.4975806451612903
RANDOM FOREST+MLP CLASSIFIER+DECISION TREE,WSCDS,3,0.4975806451612903
GRADIENT BOOST+PASSIVE AGGRESSIVE,ASC,2,0.4975806451612903
RANDOM FOREST+SGD HINGE,WSCP,2,0.4975806451612903
GRADIENT BOOST+SGD HINGE,ASC,2,0.4975806451612903
LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCDS,2,0.4975806451612903
RANDOM FOREST+SGD LOG+ADABOOST,WSCDS,3,0.4975806451612903
GRADIENT BOOST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WSCP,3,0.4975806451612903
SGD LOG+DECISION TREE,WSCP,2,0.49731182795698925
RANDOM FOREST+LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,ASC,3,0.49731182795698925
GRADIENT BOOST+SGD LOG+EXTRA TREES,WRCP,3,0.49731182795698925
GRADIENT BOOST+LOGISTIC REGRESSION+SGD HINGE,WSCDS,3,0.49731182795698925
GRADIENT BOOST+EXTRA TREES,ASC,2,0.49731182795698925
GRADIENT BOOST+RIDGE,WSCP,2,0.49731182795698925
RANDOM FOREST+MLP CLASSIFIER+LOGISTIC REGRESSION,WRCDS,3,0.49731182795698925
MLP CLASSIFIER+ADABOOST,ARC,2,0.49731182795698925
GRADIENT BOOST+EXTRA TREES,WSCP,2,0.4970430107526882
RANDOM FOREST+SGD LOG+ADABOOST,ASC,3,0.4970430107526882
GRADIENT BOOST,individual,1,0.4970430107526882
RANDOM FOREST+MLP CLASSIFIER+SGD HINGE,ASC,3,0.4970430107526882
GRADIENT BOOST+MLP CLASSIFIER+SGD HINGE,WSCP,3,0.4970430107526882
RIDGE+EXTRA TREES,WSCDS,2,0.4970430107526882
RANDOM FOREST+GRADIENT BOOST+EXTRA TREES,WSCP,3,0.4970430107526882
RANDOM FOREST+SGD LOG+ADABOOST,WSCP,3,0.4970430107526882
LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCP,2,0.4970430107526882
LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,ASC,2,0.4970430107526882
RANDOM FOREST+GRADIENT BOOST+LDA,ARC,3,0.4970430107526882
GRADIENT BOOST+MLP CLASSIFIER+EXTRA TREES,WRCP,3,0.4967741935483871
GRADIENT BOOST+LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,WSCP,3,0.4967741935483871
RANDOM FOREST+GRADIENT BOOST+RIDGE,WSCP,3,0.4967741935483871
GRADIENT BOOST+MLP CLASSIFIER+DECISION TREE,WSCDS,3,0.4967741935483871
RANDOM FOREST+GRADIENT BOOST+LDA,WRCP,3,0.4967741935483871
MLP CLASSIFIER+LDA,WRCP,2,0.4967741935483871
GRADIENT BOOST+MLP CLASSIFIER+ADABOOST,WRCDS,3,0.4967741935483871
RANDOM FOREST+PASSIVE AGGRESSIVE+EXTRA TREES,WSCP,3,0.4967741935483871
RANDOM FOREST+SGD HINGE+EXTRA TREES,ASC,3,0.4967741935483871
GRADIENT BOOST+SGD LOG+EXTRA TREES,ARC,3,0.4967741935483871
GRADIENT BOOST+SGD LOG+PERCEPTRON,WSCP,3,0.4967741935483871
GRADIENT BOOST+MLP CLASSIFIER+RIDGE,ARC,3,0.4967741935483871
RANDOM FOREST+GRADIENT BOOST+MLP CLASSIFIER,ARC,3,0.4967741935483871
RANDOM FOREST+MLP CLASSIFIER,WRCP,2,0.4967741935483871
PASSIVE AGGRESSIVE,individual,1,0.49650537634408604
GRADIENT BOOST+MLP CLASSIFIER+SGD HINGE,WSCDS,3,0.49650537634408604
RIDGE+EXTRA TREES,ASC,2,0.49650537634408604
RANDOM FOREST+GRADIENT BOOST+MLP CLASSIFIER,WSCP,3,0.49650537634408604
RANDOM FOREST+GRADIENT BOOST+MLP CLASSIFIER,WRCP,3,0.4962365591397849
SGD LOG+RIDGE,WRCDS,2,0.4962365591397849
RANDOM FOREST+GRADIENT BOOST+DECISION TREE,WRCP,3,0.4962365591397849
GRADIENT BOOST+MLP CLASSIFIER+GAUSSIAN NB,WRCDS,3,0.4962365591397849
RANDOM FOREST+SGD LOG+PASSIVE AGGRESSIVE,WRCDS,3,0.4962365591397849
GRADIENT BOOST+LOGISTIC REGRESSION+SGD HINGE,ASC,3,0.4962365591397849
RANDOM FOREST+MLP CLASSIFIER+LOGISTIC REGRESSION,WRCP,3,0.4962365591397849
RANDOM FOREST+SGD HINGE+ADABOOST,WSCDS,3,0.4959677419354839
RANDOM FOREST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,ASC,3,0.4959677419354839
RANDOM FOREST+MLP CLASSIFIER+EXTRA TREES,WSCP,3,0.4959677419354839
GRADIENT BOOST+LOGISTIC REGRESSION,ARC,2,0.4959677419354839
GRADIENT BOOST+EXTRA TREES,WSCDS,2,0.4959677419354839
RANDOM FOREST+LOGISTIC REGRESSION+LDA,WSCP,3,0.4956989247311828
RANDOM FOREST+MLP CLASSIFIER+LOGISTIC REGRESSION,ARC,3,0.4956989247311828
RANDOM FOREST+LOGISTIC REGRESSION+ADABOOST,WRCP,3,0.4956989247311828
RANDOM FOREST+GRADIENT BOOST+MLP CLASSIFIER,WSCDS,3,0.4956989247311828
RANDOM FOREST+GRADIENT BOOST+DECISION TREE,ARC,3,0.4956989247311828
RANDOM FOREST+GRADIENT BOOST+RIDGE,WRCP,3,0.4956989247311828
GRADIENT BOOST+MLP CLASSIFIER+ADABOOST,ARC,3,0.4956989247311828
RANDOM FOREST+SGD LOG+DECISION TREE,WSCP,3,0.4956989247311828
GRADIENT BOOST+LOGISTIC REGRESSION+PASSIVE AGGRESSIVE,ASC,3,0.4956989247311828
SGD HINGE+RIDGE,WRCDS,2,0.4956989247311828
SGD LOG+ADABOOST,WRCDS,2,0.4956989247311828
MLP CLASSIFIER+EXTRA TREES,ARC,2,0.4956989247311828
RANDOM FOREST+GRADIENT BOOST+RIDGE,ARC,3,0.4956989247311828
SGD LOG+RIDGE,ARC,2,0.4954301075268817
GRADIENT BOOST+SGD LOG+ADABOOST,ASC,3,0.4954301075268817
RANDOM FOREST+SGD HINGE+EXTRA TREES,WSCDS,3,0.4954301075268817
MLP CLASSIFIER+RIDGE,WSCDS,2,0.4954301075268817
RANDOM FOREST+SGD LOG+DECISION TREE,WSCDS,3,0.4954301075268817
GRADIENT BOOST+LOGISTIC REGRESSION+LDA,WSCDS,3,0.4954301075268817
GRADIENT BOOST+MLP CLASSIFIER+GAUSSIAN NB,WRCP,3,0.49516129032258066
