combination,method,n_models,score
MLP CLASSIFIER+PASSIVE AGGRESSIVE,WSCDS,2,0.49516129032258066
SGD LOG+RIDGE,WRCP,2,0.49516129032258066
GRADIENT BOOST+SGD LOG+EXTRA TREES,ASC,3,0.49516129032258066
RANDOM FOREST+GRADIENT BOOST,WSCDS,2,0.49516129032258066
GRADIENT BOOST+MLP CLASSIFIER+DECISION TREE,ASC,3,0.49516129032258066
RANDOM FOREST+GRADIENT BOOST,ASC,2,0.49516129032258066
GRADIENT BOOST+MLP CLASSIFIER+ADABOOST,WRCP,3,0.49516129032258066
GRADIENT BOOST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,ARC,3,0.49516129032258066
RANDOM FOREST+SGD LOG+DECISION TREE,ASC,3,0.49516129032258066
RANDOM FOREST+LOGISTIC REGRESSION+ADABOOST,ARC,3,0.49516129032258066
RANDOM FOREST+GRADIENT BOOST+MLP CLASSIFIER,ASC,3,0.49516129032258066
MLP CLASSIFIER+PASSIVE AGGRESSIVE,ASC,2,0.49489247311827955
RANDOM FOREST+MLP CLASSIFIER+SGD HINGE,WSCP,3,0.49489247311827955
RANDOM FOREST+LOGISTIC REGRESSION,WSCP,2,0.49489247311827955
RANDOM FOREST+GRADIENT BOOST,WSCP,2,0.4946236559139785
GRADIENT BOOST+MLP CLASSIFIER+LDA,WRCP,3,0.4946236559139785
RANDOM FOREST+MLP CLASSIFIER,WRCDS,2,0.4946236559139785
RANDOM FOREST+GRADIENT BOOST,WRCP,2,0.4946236559139785
RANDOM FOREST+SGD LOG+EXTRA TREES,WRCP,3,0.4946236559139785
RANDOM FOREST+MLP CLASSIFIER+DECISION TREE,WSCP,3,0.4946236559139785
GRADIENT BOOST+MLP CLASSIFIER+DECISION TREE,WSCP,3,0.4946236559139785
GRADIENT BOOST+MLP CLASSIFIER+LDA,WRCDS,3,0.4946236559139785
RANDOM FOREST+LOGISTIC REGRESSION,ASC,2,0.4946236559139785
RANDOM FOREST+SGD LOG+ADABOOST,WRCP,3,0.4946236559139785
RANDOM FOREST+GRADIENT BOOST+LDA,WRCDS,3,0.4946236559139785
SGD LOG+PERCEPTRON,WSCP,2,0.49435483870967745
RANDOM FOREST+MLP CLASSIFIER+DECISION TREE,ASC,3,0.49435483870967745
GRADIENT BOOST+MLP CLASSIFIER+EXTRA TREES,WSCP,3,0.49435483870967745
GRADIENT BOOST+SGD LOG+ADABOOST,WSCDS,3,0.49435483870967745
RANDOM FOREST+MLP CLASSIFIER,ASC,2,0.49408602150537634
RANDOM FOREST+MLP CLASSIFIER+DECISION TREE,WRCP,3,0.49408602150537634
GRADIENT BOOST+SGD HINGE,WSCP,2,0.49408602150537634
RANDOM FOREST+SGD LOG+PERCEPTRON,WRCDS,3,0.49408602150537634
MLP CLASSIFIER+LDA,WSCP,2,0.49408602150537634
GRADIENT BOOST+SGD LOG+EXTRA TREES,WSCP,3,0.49408602150537634
GRADIENT BOOST+SGD LOG+PERCEPTRON,WRCDS,3,0.49408602150537634
RANDOM FOREST+MLP CLASSIFIER+DECISION TREE,WRCDS,3,0.49408602150537634
GRADIENT BOOST+MLP CLASSIFIER+PERCEPTRON,ARC,3,0.49408602150537634
RANDOM FOREST+LOGISTIC REGRESSION,WSCDS,2,0.49408602150537634
SGD LOG+PERCEPTRON,WRCDS,2,0.49408602150537634
SGD LOG+PERCEPTRON,ASC,2,0.4938172043010753
RANDOM FOREST+MLP CLASSIFIER,ARC,2,0.4938172043010753
EXTRA TREES,individual,1,0.4938172043010753
MLP CLASSIFIER+LDA,WSCDS,2,0.4938172043010753
GRADIENT BOOST+MLP CLASSIFIER+EXTRA TREES,ASC,3,0.4938172043010753
GRADIENT BOOST+MLP CLASSIFIER+DECISION TREE,ARC,3,0.4938172043010753
RANDOM FOREST+MLP CLASSIFIER,WSCP,2,0.4938172043010753
RANDOM FOREST+SGD LOG+PASSIVE AGGRESSIVE,WSCDS,3,0.4935483870967742
RANDOM FOREST+SGD LOG+ADABOOST,ARC,3,0.4935483870967742
GRADIENT BOOST+MLP CLASSIFIER+GAUSSIAN NB,ARC,3,0.4935483870967742
GRADIENT BOOST+LOGISTIC REGRESSION+LDA,ASC,3,0.4935483870967742
GRADIENT BOOST+MLP CLASSIFIER+PERCEPTRON,WRCP,3,0.4935483870967742
GRADIENT BOOST+MLP CLASSIFIER+LDA,ARC,3,0.4935483870967742
RANDOM FOREST+SGD HINGE+RIDGE,WRCDS,3,0.4935483870967742
MLP CLASSIFIER+LDA,ASC,2,0.4935483870967742
GRADIENT BOOST+MLP CLASSIFIER+RIDGE,WSCDS,3,0.4932795698924731
RANDOM FOREST+MLP CLASSIFIER,WSCDS,2,0.4932795698924731
SGD LOG+PASSIVE AGGRESSIVE,WSCDS,2,0.4932795698924731
PASSIVE AGGRESSIVE+EXTRA TREES,WSCP,2,0.493010752688172
RANDOM FOREST+SGD HINGE+RIDGE,WRCP,3,0.493010752688172
PASSIVE AGGRESSIVE+EXTRA TREES,ASC,2,0.493010752688172
RANDOM FOREST+LOGISTIC REGRESSION,WRCDS,2,0.493010752688172
GRADIENT BOOST+MLP CLASSIFIER+SGD LOG,WRCDS,3,0.493010752688172
RANDOM FOREST+MLP CLASSIFIER+DECISION TREE,ARC,3,0.493010752688172
RANDOM FOREST+SGD LOG+EXTRA TREES,ASC,3,0.493010752688172
RANDOM FOREST+SGD HINGE+LDA,WRCDS,3,0.493010752688172
LOGISTIC REGRESSION+SGD LOG,ARC,2,0.493010752688172
RANDOM FOREST+SGD LOG+EXTRA TREES,WRCDS,3,0.493010752688172
PASSIVE AGGRESSIVE+EXTRA TREES,WSCDS,2,0.49274193548387096
GRADIENT BOOST+SGD LOG+EXTRA TREES,WSCDS,3,0.49274193548387096
RANDOM FOREST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WSCP,3,0.49274193548387096
GRADIENT BOOST+LOGISTIC REGRESSION,ASC,2,0.49274193548387096
SGD LOG+EXTRA TREES,WRCDS,2,0.4924731182795699
LOGISTIC REGRESSION+SGD HINGE,WRCDS,2,0.4924731182795699
RANDOM FOREST+MLP CLASSIFIER+EXTRA TREES,WSCDS,3,0.4924731182795699
RANDOM FOREST+MLP CLASSIFIER+PASSIVE AGGRESSIVE,WSCDS,3,0.4924731182795699
RANDOM FOREST+SGD LOG+RIDGE,WRCDS,3,0.4924731182795699
LOGISTIC REGRESSION+SGD LOG,WRCP,2,0.4924731182795699
SGD HINGE+RIDGE,WRCP,2,0.4924731182795699
GRADIENT BOOST+MLP CLASSIFIER+EXTRA TREES,WSCDS,3,0.4924731182795699
GRADIENT BOOST+MLP CLASSIFIER+PERCEPTRON,WRCDS,3,0.4924731182795699
SGD LOG+EXTRA TREES,WSCDS,2,0.4922043010752688
MLP CLASSIFIER+RIDGE,WSCP,2,0.4922043010752688
MLP CLASSIFIER+EXTRA TREES,ASC,2,0.49193548387096775
GRADIENT BOOST+MLP CLASSIFIER+DECISION TREE,WRCP,3,0.49193548387096775
SGD LOG+LDA,WRCP,2,0.49193548387096775
SGD LOG+LDA,WRCDS,2,0.49193548387096775
GRADIENT BOOST+MLP CLASSIFIER+LOGISTIC REGRESSION,WRCP,3,0.49193548387096775
SGD LOG+EXTRA TREES,ASC,2,0.49193548387096775
RANDOM FOREST+LOGISTIC REGRESSION,ARC,2,0.49193548387096775
SGD HINGE+LDA,ARC,2,0.49166666666666664
RANDOM FOREST+GRADIENT BOOST,WRCDS,2,0.49166666666666664
RANDOM FOREST+MLP CLASSIFIER+LDA,WSCDS,3,0.49166666666666664
RANDOM FOREST+MLP CLASSIFIER+LOGISTIC REGRESSION,ASC,3,0.49166666666666664
GRADIENT BOOST+MLP CLASSIFIER,WSCDS,2,0.49166666666666664
GRADIENT BOOST+MLP CLASSIFIER,WSCP,2,0.49166666666666664
RANDOM FOREST+MLP CLASSIFIER+LOGISTIC REGRESSION,WSCDS,3,0.4913978494623656
SGD LOG,individual,1,0.4913978494623656
GRADIENT BOOST+MLP CLASSIFIER+LOGISTIC REGRESSION,ARC,3,0.4913978494623656
RANDOM FOREST+SGD LOG+EXTRA TREES,WSCP,3,0.4913978494623656
GRADIENT BOOST+MLP CLASSIFIER+NEAREST CENTROID,WRCP,3,0.4913978494623656
SGD LOG+LDA,ARC,2,0.4913978494623656
GRADIENT BOOST+SGD HINGE,WRCP,2,0.4913978494623656
GRADIENT BOOST+SGD LOG+SGD HINGE,WSCP,3,0.4913978494623656
MLP CLASSIFIER+RIDGE,ASC,2,0.4913978494623656
SGD LOG+ADABOOST,WSCDS,2,0.4913978494623656
SGD LOG+SGD HINGE,ASC,2,0.49112903225806454
GRADIENT BOOST+SGD LOG+PASSIVE AGGRESSIVE,WSCP,3,0.49112903225806454
GRADIENT BOOST+MLP CLASSIFIER+LDA,ASC,3,0.49112903225806454
LOGISTIC REGRESSION+SGD HINGE,ARC,2,0.49112903225806454
GRADIENT BOOST+LOGISTIC REGRESSION,WSCDS,2,0.49112903225806454
GRADIENT BOOST+LOGISTIC REGRESSION+SGD HINGE,ARC,3,0.4908602150537634
SGD LOG+EXTRA TREES,WSCP,2,0.4908602150537634
GRADIENT BOOST+MLP CLASSIFIER+LDA,WSCDS,3,0.4908602150537634
RANDOM FOREST+SGD LOG+EXTRA TREES,WSCDS,3,0.4908602150537634
LOGISTIC REGRESSION+SGD HINGE,WRCP,2,0.4908602150537634
RANDOM FOREST+MLP CLASSIFIER+LDA,WSCP,3,0.4908602150537634
GRADIENT BOOST+SGD LOG+RIDGE,ASC,3,0.4908602150537634
RANDOM FOREST+MLP CLASSIFIER+LOGISTIC REGRESSION,WSCP,3,0.4905913978494624
GRADIENT BOOST+MLP CLASSIFIER,ASC,2,0.4905913978494624
GRADIENT BOOST+MLP CLASSIFIER+LDA,WSCP,3,0.4905913978494624
SGD HINGE+RIDGE,ARC,2,0.4905913978494624
SGD LOG+PERCEPTRON,WSCDS,2,0.4905913978494624
RANDOM FOREST+GRADIENT BOOST+EXTRA TREES,WSCDS,3,0.4905913978494624
GRADIENT BOOST+SGD LOG+PASSIVE AGGRESSIVE,WSCDS,3,0.49032258064516127
GRADIENT BOOST+MLP CLASSIFIER+LOGISTIC REGRESSION,WRCDS,3,0.49032258064516127
RANDOM FOREST+LOGISTIC REGRESSION,WRCP,2,0.49032258064516127
SGD HINGE+LDA,WRCP,2,0.49032258064516127
RANDOM FOREST+SGD HINGE+RIDGE,ARC,3,0.49032258064516127
GRADIENT BOOST+MLP CLASSIFIER+NEAREST CENTROID,ARC,3,0.49032258064516127
SGD LOG+SGD HINGE,WSCP,2,0.49032258064516127
GRADIENT BOOST+LOGISTIC REGRESSION+SGD HINGE,WRCDS,3,0.49032258064516127
RANDOM FOREST+MLP CLASSIFIER+LDA,ASC,3,0.49032258064516127
RANDOM FOREST+SGD HINGE,WRCP,2,0.48978494623655916
RANDOM FOREST+GRADIENT BOOST+SGD HINGE,ASC,3,0.48978494623655916
GRADIENT BOOST+LOGISTIC REGRESSION+SGD LOG,WSCDS,3,0.48951612903225805
GRADIENT BOOST+SGD LOG+PASSIVE AGGRESSIVE,ASC,3,0.48951612903225805
MLP CLASSIFIER+EXTRA TREES,WSCDS,2,0.48951612903225805
LOGISTIC REGRESSION,individual,1,0.48951612903225805
RANDOM FOREST+MLP CLASSIFIER+RIDGE,WSCDS,3,0.489247311827957
GRADIENT BOOST+MLP CLASSIFIER+SGD HINGE,WRCP,3,0.489247311827957
GRADIENT BOOST+LOGISTIC REGRESSION+SGD HINGE,WRCP,3,0.489247311827957
LOGISTIC REGRESSION+SGD LOG,WRCDS,2,0.489247311827957
RANDOM FOREST+SGD HINGE+LDA,ARC,3,0.489247311827957
RANDOM FOREST+SGD LOG+EXTRA TREES,ARC,3,0.489247311827957
RANDOM FOREST+SGD LOG+PASSIVE AGGRESSIVE,ASC,3,0.489247311827957
GRADIENT BOOST+SGD LOG,WSCDS,2,0.4889784946236559
GRADIENT BOOST+SGD LOG+PERCEPTRON,WSCDS,3,0.4889784946236559
MLP CLASSIFIER+EXTRA TREES,WSCP,2,0.4889784946236559
RANDOM FOREST+GRADIENT BOOST+SGD HINGE,WSCP,3,0.4889784946236559
RANDOM FOREST+SGD LOG+RIDGE,ARC,3,0.4889784946236559
GRADIENT BOOST+SGD LOG+LDA,WSCDS,3,0.48870967741935484
SGD LOG+SGD HINGE,WRCP,2,0.48870967741935484
SGD LOG+SGD HINGE,WRCDS,2,0.48870967741935484
GRADIENT BOOST+MLP CLASSIFIER+SGD LOG,WRCP,3,0.48870967741935484
RANDOM FOREST+MLP CLASSIFIER+RIDGE,WSCP,3,0.48870967741935484
GRADIENT BOOST+MLP CLASSIFIER+SGD LOG,ARC,3,0.48870967741935484
SGD LOG+SGD HINGE,ARC,2,0.48870967741935484
RANDOM FOREST+SGD LOG+PERCEPTRON,WSCP,3,0.48870967741935484
GRADIENT BOOST+MLP CLASSIFIER+SGD HINGE,ARC,3,0.48870967741935484
SGD LOG+RIDGE,WSCDS,2,0.4884408602150538
GRADIENT BOOST+LOGISTIC REGRESSION+SGD LOG,ASC,3,0.4884408602150538
GRADIENT BOOST+SGD LOG+LDA,WSCP,3,0.4884408602150538
GRADIENT BOOST+SGD LOG+RIDGE,WSCP,3,0.4884408602150538
GRADIENT BOOST+MLP CLASSIFIER+SGD LOG,WSCP,3,0.4884408602150538
GRADIENT BOOST+LOGISTIC REGRESSION,WSCP,2,0.4884408602150538
GRADIENT BOOST+MLP CLASSIFIER,ARC,2,0.4881720430107527
GRADIENT BOOST+SGD LOG,WRCP,2,0.4881720430107527
RANDOM FOREST+LOGISTIC REGRESSION+SGD HINGE,WRCDS,3,0.4881720430107527
GRADIENT BOOST+MLP CLASSIFIER,WRCP,2,0.4881720430107527
GRADIENT BOOST+MLP CLASSIFIER,WRCDS,2,0.4881720430107527
RANDOM FOREST+SGD LOG+PERCEPTRON,WSCDS,3,0.4881720430107527
SGD LOG+LDA,WSCDS,2,0.4879032258064516
SGD LOG+PASSIVE AGGRESSIVE,WSCP,2,0.4879032258064516
GRADIENT BOOST+LOGISTIC REGRESSION+SGD LOG,WSCP,3,0.4879032258064516
SGD LOG+PASSIVE AGGRESSIVE,ASC,2,0.4879032258064516
RANDOM FOREST+GRADIENT BOOST+SGD HINGE,WRCDS,3,0.4876344086021505
RANDOM FOREST+SGD LOG+RIDGE,WRCP,3,0.4876344086021505
MLP CLASSIFIER+LOGISTIC REGRESSION,ASC,2,0.4876344086021505
GRADIENT BOOST+SGD LOG+SGD HINGE,ASC,3,0.4876344086021505
GRADIENT BOOST+SGD HINGE,WRCDS,2,0.4876344086021505
RANDOM FOREST+SGD HINGE,ARC,2,0.4876344086021505
GRADIENT BOOST+MLP CLASSIFIER+SGD LOG,ASC,3,0.48736559139784946
GRADIENT BOOST+SGD LOG+SGD HINGE,WSCDS,3,0.48736559139784946
RANDOM FOREST+SGD LOG+PERCEPTRON,ASC,3,0.48736559139784946
SGD LOG+SGD HINGE,WSCDS,2,0.48736559139784946
GRADIENT BOOST+SGD LOG,WSCP,2,0.48736559139784946
GRADIENT BOOST+SGD LOG,ASC,2,0.4870967741935484
RANDOM FOREST+SGD LOG+LDA,WRCDS,3,0.4870967741935484
GRADIENT BOOST+LOGISTIC REGRESSION+SGD LOG,WRCDS,3,0.4870967741935484
GRADIENT BOOST+LOGISTIC REGRESSION+SGD LOG,ARC,3,0.4870967741935484
RANDOM FOREST+SGD LOG+PASSIVE AGGRESSIVE,WSCP,3,0.4870967741935484
GRADIENT BOOST+SGD LOG+LDA,WRCDS,3,0.4870967741935484
LOGISTIC REGRESSION+SGD LOG,WSCDS,2,0.4868279569892473
SGD LOG+LDA,WSCP,2,0.4868279569892473
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,WSCDS,3,0.4868279569892473
RANDOM FOREST+SGD LOG+LDA,ARC,3,0.4868279569892473
RANDOM FOREST+SGD LOG+SGD HINGE,WSCP,3,0.4868279569892473
LOGISTIC REGRESSION+SGD LOG,ASC,2,0.4868279569892473
RANDOM FOREST+MLP CLASSIFIER+SGD LOG,WRCP,3,0.48655913978494625
MLP CLASSIFIER+LOGISTIC REGRESSION,WSCDS,2,0.48655913978494625
RANDOM FOREST+GRADIENT BOOST+SGD HINGE,WRCP,3,0.48655913978494625
RANDOM FOREST+SGD LOG+SGD HINGE,WRCDS,3,0.48655913978494625
GRADIENT BOOST+SGD HINGE,ARC,2,0.48655913978494625
RANDOM FOREST+SGD LOG,ARC,2,0.48655913978494625
RANDOM FOREST+MLP CLASSIFIER+SGD LOG,ARC,3,0.48655913978494625
GRADIENT BOOST+MLP CLASSIFIER+SGD LOG,WSCDS,3,0.48655913978494625
RANDOM FOREST+SGD LOG,WRCP,2,0.48655913978494625
RANDOM FOREST+SGD LOG+LDA,WRCP,3,0.48655913978494625
RANDOM FOREST+GRADIENT BOOST+SGD LOG,WSCDS,3,0.48655913978494625
MLP CLASSIFIER+SGD LOG,WSCP,2,0.48655913978494625
RANDOM FOREST+GRADIENT BOOST+SGD LOG,ARC,3,0.48655913978494625
RANDOM FOREST+SGD HINGE+LDA,WRCP,3,0.48655913978494625
MLP CLASSIFIER+LOGISTIC REGRESSION,WSCP,2,0.48655913978494625
GRADIENT BOOST+MLP CLASSIFIER+LOGISTIC REGRESSION,WSCDS,3,0.48629032258064514
MLP CLASSIFIER+SGD LOG,WSCDS,2,0.48629032258064514
MLP CLASSIFIER+SGD LOG,ASC,2,0.48629032258064514
GRADIENT BOOST+SGD LOG+LDA,ASC,3,0.4860215053763441
GRADIENT BOOST+SGD LOG,ARC,2,0.4860215053763441
MLP CLASSIFIER+SGD HINGE,WRCDS,2,0.4860215053763441
MLP CLASSIFIER+SGD HINGE,WRCP,2,0.4860215053763441
GRADIENT BOOST+MLP CLASSIFIER+SGD HINGE,WRCDS,3,0.4860215053763441
LOGISTIC REGRESSION+SGD LOG,WSCP,2,0.4860215053763441
RANDOM FOREST+MLP CLASSIFIER+RIDGE,ASC,3,0.4860215053763441
GRADIENT BOOST+LOGISTIC REGRESSION+SGD LOG,WRCP,3,0.4860215053763441
GRADIENT BOOST+MLP CLASSIFIER+RIDGE,WSCP,3,0.48575268817204303
GRADIENT BOOST+SGD LOG+SGD HINGE,ARC,3,0.48575268817204303
RANDOM FOREST+SGD LOG+RIDGE,WSCDS,3,0.4854838709677419
SGD LOG+RIDGE,WSCP,2,0.4854838709677419
RANDOM FOREST+MLP CLASSIFIER+SGD LOG,WSCDS,3,0.4854838709677419
GRADIENT BOOST+SGD LOG+SGD HINGE,WRCDS,3,0.4854838709677419
SGD LOG+LDA,ASC,2,0.4854838709677419
RANDOM FOREST+SGD LOG+LDA,WSCDS,3,0.4852150537634409
SGD LOG+RIDGE,ASC,2,0.4852150537634409
GRADIENT BOOST+MLP CLASSIFIER+LOGISTIC REGRESSION,WSCP,3,0.48494623655913977
GRADIENT BOOST+SGD LOG+SGD HINGE,WRCP,3,0.48494623655913977
GRADIENT BOOST+MLP CLASSIFIER+RIDGE,ASC,3,0.48494623655913977
RANDOM FOREST+SGD LOG+SGD HINGE,WSCDS,3,0.48440860215053766
GRADIENT BOOST+MLP CLASSIFIER+LOGISTIC REGRESSION,ASC,3,0.48440860215053766
RANDOM FOREST+GRADIENT BOOST+SGD HINGE,ARC,3,0.48440860215053766
GRADIENT BOOST+SGD LOG+RIDGE,WRCDS,3,0.48440860215053766
RANDOM FOREST+SGD LOG+SGD HINGE,ASC,3,0.48413978494623655
RANDOM FOREST+SGD LOG,WSCDS,2,0.4838709677419355
MLP CLASSIFIER+LOGISTIC REGRESSION,WRCDS,2,0.4838709677419355
RANDOM FOREST+GRADIENT BOOST+SGD LOG,WRCP,3,0.4838709677419355
GRADIENT BOOST+SGD LOG+RIDGE,WSCDS,3,0.4838709677419355
RANDOM FOREST+SGD LOG,WSCP,2,0.4836021505376344
RANDOM FOREST+SGD LOG,ASC,2,0.4836021505376344
MLP CLASSIFIER,individual,1,0.48333333333333334
MLP CLASSIFIER+SGD LOG,WRCDS,2,0.48333333333333334
RANDOM FOREST+LOGISTIC REGRESSION+SGD HINGE,WRCP,3,0.48333333333333334
MLP CLASSIFIER+LOGISTIC REGRESSION,WRCP,2,0.48333333333333334
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,WRCDS,3,0.4827956989247312
RANDOM FOREST+MLP CLASSIFIER+SGD HINGE,ARC,3,0.4827956989247312
RANDOM FOREST+MLP CLASSIFIER+SGD LOG,ASC,3,0.482258064516129
GRADIENT BOOST+SGD LOG,WRCDS,2,0.482258064516129
MLP CLASSIFIER+LOGISTIC REGRESSION,ARC,2,0.482258064516129
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,ARC,3,0.482258064516129
RANDOM FOREST+MLP CLASSIFIER+SGD HINGE,WRCDS,3,0.482258064516129
MLP CLASSIFIER+SGD HINGE,ARC,2,0.482258064516129
MLP CLASSIFIER+SGD LOG,WRCP,2,0.482258064516129
RANDOM FOREST+MLP CLASSIFIER+SGD LOG,WSCP,3,0.48198924731182796
RANDOM FOREST+MLP CLASSIFIER+SGD HINGE,WRCP,3,0.4817204301075269
RANDOM FOREST+SGD LOG+SGD HINGE,ARC,3,0.4814516129032258
RANDOM FOREST+GRADIENT BOOST+SGD LOG,ASC,3,0.48118279569892475
RANDOM FOREST+SGD HINGE,WRCDS,2,0.48118279569892475
RANDOM FOREST+LOGISTIC REGRESSION+SGD HINGE,ARC,3,0.48091397849462364
RANDOM FOREST+SGD LOG,WRCDS,2,0.4806451612903226
RANDOM FOREST+SGD LOG+LDA,WSCP,3,0.4798387096774194
RANDOM FOREST+GRADIENT BOOST+SGD LOG,WRCDS,3,0.47956989247311826
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,WRCP,3,0.4790322580645161
RANDOM FOREST+MLP CLASSIFIER+SGD LOG,WRCDS,3,0.4790322580645161
RANDOM FOREST+SGD LOG+SGD HINGE,WRCP,3,0.4790322580645161
RANDOM FOREST+SGD LOG+LDA,ASC,3,0.47876344086021505
RANDOM FOREST+GRADIENT BOOST+SGD LOG,WSCP,3,0.47876344086021505
MLP CLASSIFIER+SGD LOG,ARC,2,0.478494623655914
RANDOM FOREST+SGD LOG+RIDGE,ASC,3,0.478494623655914
RANDOM FOREST+SGD LOG+RIDGE,WSCP,3,0.47795698924731184
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,WSCP,3,0.47795698924731184
RANDOM FOREST+LOGISTIC REGRESSION+SGD LOG,ASC,3,0.47768817204301073
